date_id,date,year,month,day,day_of_week,day_of_year
587,2019-08-11,2019,8,11,Sunday,223
588,2019-08-12,2019,8,12,Monday,224
589,2019-08-13,2019,8,13,Tuesday,225
590,2019-08-14,2019,8,14,Wednesday,226
591,2019-08-15,2019,8,15,Thursday,227
592,2019-08-16,2019,8,16,Friday,228
593,2019-08-17,2019,8,17,Saturday,229
594,2019-08-18,2019,8,18,Sunday,230
595,2019-08-19,2019,8,19,Monday,231
596,2019-08-20,2019,8,20,Tuesday,232
597,2019-08-21,2019,8,21,Wednesday,233
598,2019-08-22,2019,8,22,Thursday,234
599,2019-08-23,2019,8,23,Friday,235
600,2019-08-24,2019,8,24,Saturday,236
601,2019-08-25,2019,8,25,Sunday,237
602,2019-08-26,2019,8,26,Monday,238
603,2019-08-27,2019,8,27,Tuesday,239
604,2019-08-28,2019,8,28,Wednesday,240
605,2019-08-29,2019,8,29,Thursday,241
606,2019-08-30,2019,8,30,Friday,242
607,2019-08-31,2019,8,31,Saturday,243
608,2019-09-01,2019,9,1,Sunday,244
609,2019-09-02,2019,9,2,Monday,245
610,2019-09-03,2019,9,3,Tuesday,246
611,2019-09-04,2019,9,4,Wednesday,247
612,2019-09-05,2019,9,5,Thursday,248
613,2019-09-06,2019,9,6,Friday,249
614,2019-09-07,2019,9,7,Saturday,250
615,2019-09-08,2019,9,8,Sunday,251
616,2019-09-09,2019,9,9,Monday,252
617,2019-09-10,2019,9,10,Tuesday,253
618,2019-09-11,2019,9,11,Wednesday,254
619,2019-09-12,2019,9,12,Thursday,255
620,2019-09-13,2019,9,13,Friday,256
621,2019-09-14,2019,9,14,Saturday,257
622,2019-09-15,2019,9,15,Sunday,258
623,2019-09-16,2019,9,16,Monday,259
624,2019-09-17,2019,9,17,Tuesday,260
625,2019-09-18,2019,9,18,Wednesday,261
626,2019-09-19,2019,9,19,Thursday,262
627,2019-09-20,2019,9,20,Friday,263
628,2019-09-21,2019,9,21,Saturday,264
629,2019-09-22,2019,9,22,Sunday,265
630,2019-09-23,2019,9,23,Monday,266
631,2019-09-24,2019,9,24,Tuesday,267
632,2019-09-25,2019,9,25,Wednesday,268
633,2019-09-26,2019,9,26,Thursday,269
634,2019-09-27,2019,9,27,Friday,270
635,2019-09-28,2019,9,28,Saturday,271
636,2019-09-29,2019,9,29,Sunday,272
637,2019-09-30,2019,9,30,Monday,273
638,2019-10-01,2019,10,1,Tuesday,274
639,2019-10-02,2019,10,2,Wednesday,275
640,2019-10-03,2019,10,3,Thursday,276
641,2019-10-04,2019,10,4,Friday,277
642,2019-10-05,2019,10,5,Saturday,278
643,2019-10-06,2019,10,6,Sunday,279
644,2019-10-07,2019,10,7,Monday,280
645,2019-10-08,2019,10,8,Tuesday,281
646,2019-10-09,2019,10,9,Wednesday,282
647,2019-10-10,2019,10,10,Thursday,283
648,2019-10-11,2019,10,11,Friday,284
649,2019-10-12,2019,10,12,Saturday,285
650,2019-10-13,2019,10,13,Sunday,286
651,2019-10-14,2019,10,14,Monday,287
652,2019-10-15,2019,10,15,Tuesday,288
653,2019-10-16,2019,10,16,Wednesday,289
654,2019-10-17,2019,10,17,Thursday,290
655,2019-10-18,2019,10,18,Friday,291
656,2019-10-19,2019,10,19,Saturday,292
657,2019-10-20,2019,10,20,Sunday,293
658,2019-10-21,2019,10,21,Monday,294
659,2019-10-22,2019,10,22,Tuesday,295
660,2019-10-23,2019,10,23,Wednesday,296
661,2019-10-24,2019,10,24,Thursday,297
662,2019-10-25,2019,10,25,Friday,298
663,2019-10-26,2019,10,26,Saturday,299
664,2019-10-27,2019,10,27,Sunday,300
665,2019-10-28,2019,10,28,Monday,301
666,2019-10-29,2019,10,29,Tuesday,302
667,2019-10-30,2019,10,30,Wednesday,303
668,2019-10-31,2019,10,31,Thursday,304
669,2019-11-01,2019,11,1,Friday,305
670,2019-11-02,2019,11,2,Saturday,306
671,2019-11-03,2019,11,3,Sunday,307
672,2019-11-04,2019,11,4,Monday,308
673,2019-11-05,2019,11,5,Tuesday,309
674,2019-11-06,2019,11,6,Wednesday,310
675,2019-11-07,2019,11,7,Thursday,311
676,2019-11-08,2019,11,8,Friday,312
677,2019-11-09,2019,11,9,Saturday,313
678,2019-11-10,2019,11,10,Sunday,314
679,2019-11-11,2019,11,11,Monday,315
680,2019-11-12,2019,11,12,Tuesday,316
681,2019-11-13,2019,11,13,Wednesday,317
682,2019-11-14,2019,11,14,Thursday,318
683,2019-11-15,2019,11,15,Friday,319
684,2019-11-16,2019,11,16,Saturday,320
685,2019-11-17,2019,11,17,Sunday,321
686,2019-11-18,2019,11,18,Monday,322
687,2019-11-19,2019,11,19,Tuesday,323
688,2019-11-20,2019,11,20,Wednesday,324
689,2019-11-21,2019,11,21,Thursday,325
690,2019-11-22,2019,11,22,Friday,326
691,2019-11-23,2019,11,23,Saturday,327
692,2019-11-24,2019,11,24,Sunday,328
693,2019-11-25,2019,11,25,Monday,329
694,2019-11-26,2019,11,26,Tuesday,330
695,2019-11-27,2019,11,27,Wednesday,331
696,2019-11-28,2019,11,28,Thursday,332
697,2019-11-29,2019,11,29,Friday,333
698,2019-11-30,2019,11,30,Saturday,334
699,2019-12-01,2019,12,1,Sunday,335
700,2019-12-02,2019,12,2,Monday,336
701,2019-12-03,2019,12,3,Tuesday,337
702,2019-12-04,2019,12,4,Wednesday,338
703,2019-12-05,2019,12,5,Thursday,339
704,2019-12-06,2019,12,6,Friday,340
705,2019-12-07,2019,12,7,Saturday,341
706,2019-12-08,2019,12,8,Sunday,342
707,2019-12-09,2019,12,9,Monday,343
708,2019-12-10,2019,12,10,Tuesday,344
709,2019-12-11,2019,12,11,Wednesday,345
710,2019-12-12,2019,12,12,Thursday,346
711,2019-12-13,2019,12,13,Friday,347
712,2019-12-14,2019,12,14,Saturday,348
713,2019-12-15,2019,12,15,Sunday,349
714,2019-12-16,2019,12,16,Monday,350
715,2019-12-17,2019,12,17,Tuesday,351
716,2019-12-18,2019,12,18,Wednesday,352
717,2019-12-19,2019,12,19,Thursday,353
718,2019-12-20,2019,12,20,Friday,354
719,2019-12-21,2019,12,21,Saturday,355
720,2019-12-22,2019,12,22,Sunday,356
721,2019-12-23,2019,12,23,Monday,357
722,2019-12-24,2019,12,24,Tuesday,358
723,2019-12-25,2019,12,25,Wednesday,359
724,2019-12-26,2019,12,26,Thursday,360
725,2019-12-27,2019,12,27,Friday,361
726,2019-12-28,2019,12,28,Saturday,362
727,2019-12-29,2019,12,29,Sunday,363
728,2019-12-30,2019,12,30,Monday,364
729,2019-12-31,2019,12,31,Tuesday,365
